iter	Logloss
334	0.00227773228
335	0.00227773228
336	0.00227773228
337	0.00227773228
338	0.00227773228
339	0.002277709643
340	0.002277706536
341	0.002277706536
342	0.002277701318
343	0.002277701318
344	0.002277686522
345	0.002277686522
346	0.002277686522
347	0.002277686522
348	0.00227766905
349	0.002277667823
350	0.002277655644
351	0.002277641958
352	0.002277641958
353	0.002277628863
354	0.0022776187
355	0.002277611222
356	0.002277611222
357	0.002277588228
358	0.002277588671
359	0.002277588671
360	0.002277543412
361	0.002277535902
362	0.002277535902
363	0.002277490783
364	0.002277490783
365	0.002256273199
366	0.002256273199
367	0.002256257559
368	0.002239714471
369	0.002239714471
370	0.002239696885
371	0.002239688427
372	0.002239682417
373	0.002239668233
374	0.002239647125
375	0.002239649049
376	0.002239644675
377	0.002239638092
378	0.002239617474
379	0.002239617474
380	0.002239596487
381	0.002239596487
382	0.00223959599
383	0.00223959599
384	0.00223959599
385	0.002239584492
386	0.002239582001
387	0.002239550102
388	0.002239550102
389	0.002239515153
390	0.002239515153
391	0.002239515153
392	0.002239498849
393	0.002239498849
394	0.002239498849
395	0.002239498525
396	0.002239498525
397	0.002239498525
398	0.00223948093
399	0.00223948093
400	0.00223948093
401	0.00223948093
402	0.002239449077
403	0.002239449077
404	0.002239449077
405	0.002239449077
406	0.002239449077
407	0.002239449077
408	0.002239453906
409	0.002239453906
410	0.002239429039
411	0.002239429039
412	0.002239406316
413	0.002239406316
414	0.002239406316
415	0.00223938836
416	0.00223938836
417	0.002239367135
418	0.002239354274
419	0.002239354274
420	0.002239354274
421	0.002239302189
422	0.00223929245
423	0.00223929245
424	0.002239295997
425	0.002239295997
426	0.002239295997
427	0.002239295997
428	0.002239295997
429	0.002239295997
430	0.002239295997
431	0.002239295997
432	0.002239270489
433	0.002239270489
434	0.002239270489
435	0.002239270489
436	0.002239270489
437	0.002239270489
438	0.002239270489
439	0.002239270489
440	0.002239270489
441	0.002239247542
442	0.002239247542
443	0.00223924385
444	0.002239225149
445	0.002239225149
446	0.002239215328
447	0.002239215328
448	0.002239215328
449	0.002239215328
450	0.002239215328
451	0.002239215328
452	0.002239215328
453	0.002239215328
454	0.002239215328
455	0.002239215328
456	0.00223918131
457	0.00223918131
458	0.00223918131
459	0.00223918131
460	0.002239183225
461	0.002239185754
462	0.002239185754
463	0.002239147054
464	0.002239147054
465	0.002239136721
466	0.002239136721
467	0.002239091471
468	0.002239081921
469	0.002239084462
470	0.002239084462
471	0.002239025753
472	0.002239014354
473	0.002239014354
474	0.002239000973
475	0.002239000973
476	0.002238987058
477	0.002238965952
478	0.002238965952
479	0.002238965952
480	0.002238942063
481	0.002238942063
482	0.002238942063
483	0.002238938023
484	0.002238938023
485	0.002238921968
486	0.002238911308
487	0.002238911308
488	0.002238911308
489	0.002238911308
490	0.002238908194
491	0.002238908194
492	0.002238908194
493	0.00223889365
494	0.00223889365
495	0.00223889365
496	0.00222271373
497	0.00222271373
498	0.00222271373
499	0.00222271373
500	0.00222271373
501	0.00222271373
502	0.00222271373
503	0.00222271373
504	0.00222271373
505	0.00222271373
506	0.00222271373
507	0.00222271373
508	0.00222271373
509	0.00222271373
510	0.00222271373
511	0.00222271373
512	0.00222271373
513	0.00222271373
514	0.00222271373
515	0.00222271373
516	0.00222271373
517	0.00222271373
518	0.00222271373
519	0.00222271373
520	0.00222271373
521	0.00222271373
522	0.00222271373
523	0.00222271373
524	0.00222271373
525	0.00222271373
526	0.00222271373
527	0.00222271373
528	0.00222271373
529	0.00222271373
530	0.00222271373
531	0.00222271373
532	0.00222271373
533	0.00222271373
534	0.00222271373
535	0.00222271373
536	0.00222271373
537	0.00222271373
538	0.00222271373
539	0.00222271373
540	0.00222271373
541	0.00222271373
542	0.00222271373
543	0.00222271373
544	0.00222271373
545	0.00222271373
546	0.00222271373
547	0.00222271373
548	0.00222271373
549	0.00222271373
550	0.00222271373
551	0.00222271373
552	0.00222271373
553	0.00222271373
554	0.00222271373
555	0.00222271373
556	0.00222271373
557	0.00222271373
558	0.00222271373
559	0.00222271373
560	0.00222271373
561	0.00222271373
562	0.00222271373
563	0.00222271373
564	0.00222271373
565	0.00222271373
566	0.00222271373
567	0.00222271373
568	0.00222271373
569	0.00222271373
570	0.00222271373
571	0.00222271373
572	0.00222271373
573	0.00222271373
574	0.00222271373
575	0.00222271373
576	0.00222271373
577	0.00222271373
578	0.00222271373
579	0.00222271373
580	0.00222271373
581	0.00222271373
582	0.00222271373
583	0.00222271373
584	0.00222271373
585	0.00222271373
586	0.00222271373
587	0.00222271373
588	0.00222271373
589	0.00222271373
590	0.00222271373
591	0.00222271373
592	0.00222271373
593	0.00222271373
594	0.00222271373
595	0.00222271373
596	0.00222271373
597	0.00222271373
598	0.00222271373
599	0.00222271373
600	0.00222271373
601	0.00222271373
602	0.00222271373
603	0.00222271373
604	0.00222271373
605	0.00222271373
606	0.00222271373
607	0.00222271373
608	0.00222271373
609	0.00222271373
610	0.00222271373
611	0.00222271373
612	0.00222271373
613	0.00222271373
614	0.00222271373
615	0.00222271373
616	0.00222271373
617	0.00222271373
618	0.00222271373
619	0.00222271373
620	0.00222271373
621	0.00222271373
622	0.00222271373
623	0.00222271373
624	0.00222271373
625	0.00222271373
626	0.00222271373
627	0.00222271373
628	0.00222271373
629	0.00222271373
630	0.00222271373
631	0.00222271373
632	0.00222271373
633	0.00222271373
634	0.00222271373
635	0.00222271373
636	0.00222271373
637	0.00222271373
638	0.00222271373
639	0.00222271373
640	0.00222271373
641	0.00222271373
642	0.00222271373
643	0.00222271373
644	0.00222271373
645	0.00222271373
646	0.00222271373
647	0.00222271373
648	0.00222271373
649	0.00222271373
650	0.00222271373
651	0.00222271373
652	0.00222271373
653	0.00222271373
654	0.00222271373
655	0.00222271373
656	0.00222271373
657	0.00222271373
658	0.00222271373
659	0.00222271373
660	0.00222271373
661	0.00222271373
662	0.00222271373
663	0.00222271373
664	0.00222271373
665	0.00222271373
666	0.00222271373
667	0.00222271373
668	0.00222271373
669	0.00222271373
670	0.00222271373
671	0.00222271373
672	0.00222271373
673	0.00222271373
674	0.00222271373
675	0.00222271373
676	0.00222271373
677	0.00222271373
678	0.00222271373
679	0.00222271373
680	0.00222271373
681	0.00222271373
682	0.00222271373
683	0.00222271373
684	0.00222271373
685	0.00222271373
686	0.00222271373
687	0.00222271373
688	0.00222271373
689	0.00222271373
690	0.00222271373
691	0.00222271373
692	0.00222271373
693	0.00222271373
694	0.00222271373
695	0.00222271373
696	0.00222271373
697	0.00222271373
698	0.00222271373
699	0.00222271373
700	0.00222271373
701	0.00222271373
702	0.00222271373
703	0.00222271373
704	0.00222271373
705	0.00222271373
706	0.00222271373
707	0.00222271373
708	0.00222271373
709	0.00222271373
710	0.00222271373
711	0.00222271373
712	0.00222271373
713	0.00222271373
714	0.00222271373
715	0.00222271373
716	0.00222271373
717	0.00222271373
718	0.00222271373
719	0.00222271373
720	0.00222271373
721	0.00222271373
722	0.00222271373
723	0.00222271373
724	0.00222271373
725	0.00222271373
726	0.00222271373
727	0.00222271373
728	0.00222271373
729	0.00222271373
730	0.00222271373
731	0.00222271373
732	0.00222271373
733	0.00222271373
734	0.00222271373
735	0.00222271373
736	0.00222271373
737	0.00222271373
738	0.00222271373
739	0.00222271373
740	0.00222271373
741	0.00222271373
742	0.00222271373
743	0.00222271373
744	0.00222271373
745	0.00222271373
746	0.00222271373
747	0.00222271373
748	0.00222271373
749	0.00222271373
750	0.00222271373
751	0.00222271373
752	0.00222271373
753	0.00222271373
754	0.00222271373
755	0.00222271373
756	0.00222271373
757	0.00222271373
758	0.00222271373
759	0.00222271373
760	0.00222271373
761	0.00222271373
762	0.00222271373
763	0.00222271373
764	0.00222271373
765	0.00222271373
766	0.00222271373
767	0.00222271373
768	0.00222271373
769	0.00222271373
770	0.00222271373
771	0.00222271373
772	0.00222271373
773	0.00222271373
774	0.00222271373
775	0.00222271373
776	0.00222271373
777	0.00222271373
778	0.00222271373
779	0.00222271373
780	0.00222271373
781	0.00222271373
782	0.00222271373
783	0.00222271373
784	0.00222271373
785	0.00222271373
786	0.00222271373
787	0.00222271373
788	0.00222271373
789	0.00222271373
790	0.00222271373
791	0.00222271373
792	0.00222271373
793	0.00222271373
794	0.00222271373
795	0.00222271373
796	0.00222271373
797	0.00222271373
798	0.00222271373
799	0.00222271373
800	0.00222271373
801	0.00222271373
802	0.00222271373
803	0.00222271373
804	0.00222271373
805	0.00222271373
806	0.00222271373
807	0.00222271373
808	0.00222271373
809	0.00222271373
810	0.00222271373
811	0.00222271373
812	0.00222271373
813	0.00222271373
814	0.00222271373
815	0.00222271373
816	0.00222271373
817	0.00222271373
818	0.00222271373
819	0.00222271373
820	0.00222271373
821	0.00222271373
822	0.00222271373
823	0.00222271373
824	0.00222271373
825	0.00222271373
826	0.00222271373
827	0.002222688707
828	0.002222688707
829	0.002222686651
830	0.00222266838
831	0.00222266838
832	0.00222266838
833	0.002222672391
834	0.002222672391
835	0.002222653314
836	0.002222641409
837	0.0022226244
838	0.002222629597
839	0.002222612165
840	0.002222613411
841	0.002222602143
842	0.002222597626
843	0.002222595287
844	0.002222584266
845	0.002222574756
846	0.00222256434
847	0.002222549854
848	0.002222545571
849	0.002222545571
850	0.002222528592
851	0.002222528592
852	0.002222520153
853	0.002222487288
854	0.002222487288
855	0.002222487288
856	0.002222488564
857	0.002222491382
858	0.002222491382
859	0.002222491382
860	0.002222491382
861	0.002222491382
862	0.002222491382
863	0.002222491382
864	0.002222479167
865	0.002222479167
866	0.002222479167
867	0.002222479167
868	0.002222479167
869	0.002222479167
870	0.002222479167
871	0.002222479167
872	0.002222479167
873	0.002222479167
874	0.002222479167
875	0.002222479167
876	0.002222479167
877	0.002222479167
878	0.002222479167
879	0.002222479167
880	0.002222479167
881	0.002222479167
882	0.002222479167
883	0.002222479167
884	0.002222479167
885	0.002222479167
886	0.002222479167
887	0.002222479167
888	0.002222479167
889	0.002222479167
890	0.002222464807
891	0.002222464807
892	0.002222464807
893	0.002222464807
894	0.002222464807
895	0.002222464807
896	0.002222464807
897	0.002222464807
898	0.002222464807
899	0.002222464807
900	0.002222464807
901	0.002222464807
902	0.002222464807
903	0.002222430225
904	0.002222430225
905	0.002222430225
906	0.002222430225
907	0.002222430225
908	0.002222430225
909	0.002222430225
910	0.002222430225
911	0.002222430225
912	0.002222430225
913	0.002222430225
914	0.002222430225
915	0.002222430225
916	0.002222430225
917	0.002222430225
918	0.002222430225
919	0.002222430225
920	0.002222430225
921	0.002222430225
922	0.002222430225
923	0.002222430225
924	0.002222430225
925	0.002222430225
926	0.002222430225
927	0.002222430225
928	0.002222424003
929	0.002222424003
930	0.002222424003
931	0.002222424003
932	0.002222424003
933	0.002222424003
934	0.002222424003
935	0.002222415883
936	0.002222415883
937	0.002222415883
938	0.002222415883
939	0.002222415883
940	0.002222415883
941	0.002222415883
942	0.002222415883
943	0.002222415883
944	0.002222415883
945	0.002222415883
946	0.002222415883
947	0.002222415883
948	0.002222415883
949	0.002222414842
950	0.002222414842
951	0.002222414842
952	0.002222414842
953	0.002222414842
954	0.002222414842
955	0.002222414842
956	0.002222414842
957	0.002222414842
958	0.002222414842
959	0.002222414203
960	0.002222414203
961	0.002201812069
962	0.002201812069
963	0.002201812069
964	0.002201812069
965	0.002201812069
966	0.002201812069
967	0.002201812069
968	0.002201812069
969	0.002201812069
970	0.002201812069
971	0.002201812069
972	0.002201812069
973	0.002201812069
974	0.002201812069
975	0.002201812069
976	0.002201812069
977	0.002201812069
978	0.002201812069
979	0.002201812069
980	0.002201812069
981	0.002201812069
982	0.002201812069
983	0.002201812069
984	0.002201812069
985	0.002201812069
986	0.002201812069
987	0.002201812069
988	0.002201812069
989	0.002201812069
990	0.002201812069
991	0.002201812069
992	0.002201812069
993	0.002201812069
994	0.002201812069
995	0.002201812069
996	0.002201812069
997	0.002201812069
998	0.002201812069
999	0.002201812069
